Name,Address,Lat,Lon,Category,Reviews
Red Lantern,"520 S Jackson St International District Seattle, WA 98104",47.5994166,-122.3266258,Chinese,330
Magic Dragon,"1827 15th Ave W Interbay Seattle, WA 98119",47.6354535,-122.3770948,Chinese,74
Szechuan Chef Chinese Restaurant,"15015 Main St Ste 107 Bellevue, WA 98007",47.6082629,-122.1415084,Chinese,362
Dumpling Generation,"23830 Hwy 99 Ste 115 Edmonds, WA 98026",47.7830909,-122.3445963,Chinese,90
Fortune Noodle House,"4004 NE 4th St Ste 102 Renton, WA 98056",47.4889562,-122.1654796,Chinese,104
Twins Garden Asian Restaurant,"10007 Aurora Ave N Greenwood Seattle, WA 98133",47.7017461,-122.344978,Chinese,201
New China Express,"2809 Thorndyke Ave W Magnolia Seattle, WA 98199",47.6453194,-122.3831361,Chinese,68
Noodle Zone,"400 Pine St Downtown Seattle, WA 98101",47.6115023,-122.3372728,Chinese,78
Uptown China Restaurant,"200 Queen Anne Ave N Lower Queen Anne Seattle, WA 98109",47.6199406,-122.3564793,Chinese,205
Fu Shen,"9019 Aurora Ave N Greenwood Seattle, WA 98103",47.6947859,-122.3448583,Chinese,98
Great China Restaurant,"13501 100th Ave NE Kirkland, WA 98034",47.7211792,-122.2084637,Chinese,122
Mike's Noodle House,"418 Maynard Ave S International District Seattle, WA 98104",47.598633,-122.3248291,Chinese,589
Shodai Teriyaki,"1123 Martin Luther King Jr Way Central District Seattle, WA 98122",47.6122236,-122.296547,Chinese,27
Fu Man Dumpling House,"14314 Greenwood Ave N Bitter Lake Seattle, WA 98133",47.7329013,-122.3551098,Chinese,358
Spicy Talk Bistro,"16650 Redmond Way Redmond, WA 98052",47.673385,-122.118117,Chinese,283
Ping's Dumpling House,"508 S King St International District Seattle, WA 98104",47.5985628,-122.3272032,Chinese,188
Cafe Happy,"102 Kirkland Ave Kirkland, WA 98033",47.6756791,-122.2063634,Chinese,99
Young's Restaurant,"9413 16th Ave SW Westwood Seattle, WA 98106",47.5198015,-122.3547811,Chinese,50
Mr & Mrs Wok,"10000 Holman Rd NW Greenwood Seattle, WA 98177",47.7016405,-122.3615802,Chinese,117
King Noodle,"615 S King St International District Seattle, WA 98104",47.5982441,-122.3256189,Chinese,205
Imperial Wok,"22833 Bothell Everett Hwy Ste 101 Bothell, WA 98021",47.7907685,-122.2158412,Chinese,64
Chiang's Gourmet Restaurant,"7845 Lake City Way NE Mapleleaf Seattle, WA 98115",47.6863707,-122.3143312,Chinese,288
Fortuna Cafe,"711 S King St International District Seattle, WA 98104",47.5981161,-122.3231805,Chinese,41
Chopstix Chinese Restaurant,"5905 California Ave SW Seaview Seattle, WA 98136",47.5501554,-122.3874025,Chinese,62
Kau Kau Barbeque,"656 S King St International District Seattle, WA 98104",47.5985325,-122.3248491,Chinese,503
Golden City,"5518 20th Ave NW Ballard Seattle, WA 98107",47.669218,-122.3818297,Chinese,100
Julie's Garden,"81 Yesler Way Pioneer Square Seattle, WA 98104",47.6015644,-122.3351543,Chinese,117
King Wha Restaurant,"605 SW 152nd St Burien, WA 98166",47.466554,-122.342293,Chinese,80
Mandarin Kitchen,"22612 7th Ave S Des Moines, WA 98198",47.398858,-122.3252669,Chinese,72
Regent Bakery & Cafe,"1404 E Pine St Ste CU Capitol Hill Seattle, WA 98122",47.625305,-122.3221835,Chinese,182
Rainier Restaurant & BBQ,"6400 Martin Luther King Jr Way S Brighton Seattle, WA 98118",47.545222,-122.28471,Chinese,225
Din Tai Fung,"700 Bellevue Way NE Ste 280 Bellevue, WA 98004",47.6164098,-122.2012735,Chinese,1892
Gourmet Noodle Bowl,"707 8th Ave S International District Seattle, WA 98104",47.59636,-122.3227842,Chinese,213
Ballard Mandarin,"5500 8th Ave NW Ballard Seattle, WA 98107",47.6689053,-122.3659346,Chinese,68
Chen's Village,"544 Elliott Ave W Lower Queen Anne Seattle, WA 98119",47.6244514,-122.365054,Chinese,157
Chungee's Drink 'N Eat,"1830 12th Ave Capitol Hill Seattle, WA 98122",47.6185964,-122.3166964,Chinese,116
Canton Wonton House,"608 S Weller St International District Seattle, WA 98104",47.5976839,-122.3259055,Chinese,154
San Wok Express,"20710 108th Ave SE Kent, WA 98031",47.4164184,-122.1964309,Chinese,30
Little Ting's Dumplings,"14411 Greenwood Ave N Broadview Seattle, WA 98133",47.7335748,-122.3562065,Chinese,49
Sahm Gook Jih Palace,"21619 Hwy 99 Ste J Lynnwood, WA 98036",47.8026589,-122.3284361,Chinese,59
Jade Garden,"424 7th Ave S International District Seattle, WA 98104",47.5985508,-122.323422,Chinese,895
Sichuanese Cuisine,"15005 NE 24th St Redmond, WA 98052",47.6312152,-122.1402841,Chinese,216
Hong Kong Seafood Restaurant,"9400 Rainier Ave S Rainier Beach Seattle, WA 98118",47.5198752,-122.2649394,Chinese,124
Seven Stars Pepper Szechuan Restaurant,"1207 S Jackson St International District Seattle, WA 98144",47.5988709,-122.3163755,Chinese,280
Fortune Garden,"424 Maynard Ave S International District Seattle, WA 98104",47.5984975,-122.3248681,Chinese,54
Alta Healthy Cafe,"Totem Lake Hotel 12233 NE Totem Lake Way Kirkland, WA 98034",47.712289,-122.176244,Chinese,33
Zen Noodle & Cafe,"4537A University Way NE University District Seattle, WA 98105",47.6623684,-122.3132785,Chinese,48
Judy Fu's Snappy Dragon,"8917 Roosevelt Way NE Mapleleaf Seattle, WA 98115",47.6936207,-122.3178863,Chinese,486
663 Bistro,"663 S Weller St International District Seattle, WA 98104",47.5973382,-122.3245364,Chinese,249
Beijing Duck Palace,"12121 Northup Way Ste 205 Bellevue, WA 98005",47.6302075,-122.1786515,Chinese,47
Qin,"22315 Hwy 99 Ste H Edmonds, WA 98026",47.7964838,-122.3333407,Chinese,109
Teriyaki Bowl,"718 Taylor Ave N Lower Queen Anne Seattle, WA 98109",47.625971,-122.3457562,Chinese,41
Szechuan Noodle Bowl,"420 8th Ave S International District Seattle, WA 98104",47.5974587,-122.3224392,Chinese,234
Bing of Fire,"Downtown Seattle, WA",47.6062095,-122.3320708,Chinese,17
Grand Peking,"1706 S 320th St Ste L Federal Way, WA 98003",47.3159635,-122.3112622,Chinese,121
Monsoon Restaurant,"615 19th Ave E Capitol Hill Seattle, WA 98112",47.6248584,-122.3076764,Chinese,334
Mee Sum Pastry,"1526 Pike Pl Downtown Seattle, WA 98101",47.6088254,-122.3407282,Chinese,358
Nori Presto,"12354 15th Ave NE Seattle, WA 98125",47.7191714,-122.3121631,Chinese,68
Dough Zone Dumpling House,"15920 NE 8th St Ste 3 Bellevue, WA 98008",47.6174721,-122.127837,Chinese,279
Honey Court Seafood Restaurant,"516 Maynard Ave S International District Seattle, WA 98104",47.5978612,-122.3247447,Chinese,304
Happy Garden Chinese Restaurant,"14301 Ambaum Blvd  SW Burien, WA 98166",47.4743869,-122.3477738,Chinese,66
New Teriyaki & Wok,"6540 California Ave SW Gatewood Seattle, WA 98136",47.5437579,-122.3866728,Chinese,36
Tofu 101,"12816 SE 38th St Ste G Bellevue, WA 98006",47.576405,-122.1686828,Chinese,87
Bamboo Village,"4900 Stone Way N Wallingford Seattle, WA 98103",47.6645641,-122.3402389,Chinese,171
Hong Kong Bistro,"511 Maynard Ave S Ste C International District Seattle, WA 98104",47.5979912,-122.325344,Chinese,266
Best Wok,"19 148th Ave NE Bellevue, WA 98007",47.6102858,-122.1435264,Chinese,85
Wonton Noodle House,"22315 Hwy 99 Ste E Edmonds, WA 98026",47.7964838,-122.3333407,Chinese,132
Yen Wor Village,"2300 California Ave SW Admiral Seattle, WA 98116",47.582872,-122.3862441,Chinese,71
Yummy Cafe,"4008 NE 55th St Seattle, WA 98105",47.6687223,-122.2842618,Chinese,74
Teriyaki & Wok,"324 Broadway Ave E Capitol Hill Seattle, WA 98102",47.6222225,-122.3205609,Chinese,71
Canton Noodle House,"506 12th Ave S International District Seattle, WA 98144",47.5980627,-122.317014,Chinese,42
JB Garden,"10410 Greenwood Ave N Greenwood Seattle, WA 98133",47.7048588,-122.3549209,Chinese,89
Yumbit,"4311 University Way NE University District Seattle, WA 98105",47.6601895,-122.3134455,Chinese,40
Shanghai Garden,"524 6th Ave S International District Seattle, WA 98104",47.5976806,-122.3261093,Chinese,243
Green Valley Restaurant,"21226 84th Ave S Kent, WA 98032",47.4109465,-122.2274367,Chinese,46
Wong's Kitchen,"9400 35th Ave NE Wedgwood Seattle, WA 98115",47.696933,-122.290172,Chinese,51
Lotus Asian Kitchen & Lounge,"901 Madison St First Hill Seattle, WA 98104",47.6084814,-122.3271191,Chinese,85
Ikiiki,"6512 NE Bothell Way Kenmore, WA 98028",47.7589502,-122.2529794,Chinese,88
China Village,"3224 NE 45th St Seattle, WA 98105",47.6613985,-122.2913013,Chinese,42
Saigon Deli,"4142 Brooklyn Ave NE University District Seattle, WA 98105",47.6581336,-122.3140377,Chinese,106
Golden Daisy Restaurant,"2518 Beacon Ave S Beacon Hill Seattle, WA 98144",47.5805124,-122.3130881,Chinese,27
Ho Ho Seafood Restaurant,"653 S Weller St International District Seattle, WA 98104",47.5973354,-122.324818,Chinese,192
Shanghai Cafe,"12708 SE 38th St Bellevue, WA 98006",47.5767295,-122.1702919,Chinese,131
